;bait;baitGene;prey;preyGene;Protein names_x;Unnamed: 5;FlyBase;trueCounts;ucCounts;ccCounts;sumSPC;avgSPC;FC_A;FC_B;SP;compass;eScore;iRef;iRef2;intAct;intAct2;From;Entry;Reviewed;Entry Name;Protein names_y;Gene Names;Length;Gene Names (ORF);Gene Names (primary);Gene Names (synonym);Gene Ontology (GO);Organism (ID);VEuPathDB
511;MTCNK7H30;MTCNK7H30;F3YDA0;Ald-RI;Fructose-bisphosphate aldolase (EC 4.1.2.13);;;2|1|15;10|12|29;-;18;6;0,402470214;0,291340259;0,0;0;0;0;0;0;0;F3YDA0;F3YDA0;unreviewed;F3YDA0_DROME;Fructose-bisphosphate aldolase (EC 4.1.2.13);Ald-RI;394,0;;Ald-RI;;"fructose-bisphosphate aldolase activity [GO:0004332]; glycolytic process [GO:0006096]";7227,0;FBgn0000064
512;MTCNK7H30;MTCNK7H30;Q9VWD0;parvin;GH23568p (Parvin, isoform A) (Parvin, isoform B);;"FBgn0052528;";0|0|1;5|5|2;-;1;0,333333333;0,237102057;0,225684769;0,0;0;0;0;0;0;0;Q9VWD0;Q9VWD0;unreviewed;Q9VWD0_DROME;GH23568p (Parvin, isoform A) (Parvin, isoform B);parvin CG12533 Dmel\CG32528 CG32528 Dmel_CG32528;367,0;CG32528 Dmel_CG32528;parvin;CG12533 Dmel\CG32528;"actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; actin binding [GO:0003779]; actin cytoskeleton reorganization [GO:0031532]; apposition of dorsal and ventral imaginal disc-derived wing surfaces [GO:0007475]; cell projection assembly [GO:0030031]; establishment or maintenance of cell polarity [GO:0007163]; muscle attachment [GO:0016203]; substrate adhesion-dependent cell spreading [GO:0034446]";7227,0;FBgn0052528
513;MTCNK7H30;MTCNK7H30;Q9VUQ5;AGO2;Protein argonaute-2;;"FBgn0087035;";21|10|71;11|15|41;-;102;34;1,689161788;1,372431164;0,0;0;0;0;0;0;0;Q9VUQ5;Q9VUQ5;reviewed;AGO2_DROME;Protein argonaute-2;AGO2 CG7439;1214,0;CG7439;AGO2;;"cytoplasm [GO:0005737]; cytosol [GO:0005829]; messenger ribonucleoprotein complex [GO:1990124]; neuronal ribonucleoprotein granule [GO:0071598]; nucleus [GO:0005634]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]; endoribonuclease activity, cleaving siRNA-paired mRNA [GO:0070551]; metal ion binding [GO:0046872]; RNA endonuclease activity [GO:0004521]; single-stranded RNA binding [GO:0003727]; siRNA binding [GO:0035197]; cellular response to virus [GO:0098586]; cellularization [GO:0007349]; defense response to virus [GO:0051607]; dosage compensation by hyperactivation of X chromosome [GO:0009047]; dsRNA transport [GO:0033227]; gene silencing by RNA-directed DNA methylation [GO:0080188]; miRNA-mediated gene silencing [GO:0035195]; ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; negative regulation of viral genome replication [GO:0045071]; pole cell formation [GO:0007279]; RISC complex assembly [GO:0070922]; RNAi-mediated antiviral immune response [GO:0009616]; segment polarity determination [GO:0007367]; siRNA processing [GO:0030422]; syncytial nuclear migration [GO:0035190]";7227,0;FBgn0087035
514;MTCNK7H30;MTCNK7H30;A0A0B4KFQ0;Bruce;BIR repeat containing ubiquitin-conjugating enzyme, isoform E;;"FBgn0266717;";19|14|6;13|35|8;-;39;13;0,863814288;0,724919602;0,0;0;0;0;0;0;0;A0A0B4KFQ0;A0A0B4KFQ0;unreviewed;A0A0B4KFQ0_DROME;BIR repeat containing ubiquitin-conjugating enzyme, isoform E;Bruce BRUCE bruce dBRUCE dBruce dbruce Dmel\CG6303 mod86 CG6303 Dmel_CG6303;4865,0;CG6303 Dmel_CG6303;Bruce;BRUCE bruce dBRUCE dBruce dbruce Dmel\CG6303 mod86;"nucleus [GO:0005634]; cysteine-type endopeptidase inhibitor activity [GO:0004869]; ubiquitin conjugating enzyme activity [GO:0061631]; apoptotic process [GO:0006915]; cellular response to starvation [GO:0009267]; negative regulation of apoptotic process [GO:0043066]; negative regulation of macroautophagy [GO:0016242]; negative regulation of nurse cell apoptotic process [GO:0045849]; oogenesis [GO:0048477]; programmed cell death [GO:0012501]; protein polyubiquitination [GO:0000209]; regulation of cytokinesis [GO:0032465]; spermatid development [GO:0007286]; ubiquitin-dependent protein catabolic process [GO:0006511]";7227,0;FBgn0266717
515;MTCNK7H30;MTCNK7H30;Q9VHG6;Ibf2;Insulator binding factor 2 (RE22911p);;"FBgn0037669;";0|1|1;0|0|0;-;2;0,666666667;1,693727995;1,606660862;0,0;0;0;0;0;0;0;Q9VHG6;Q9VHG6;unreviewed;Q9VHG6_DROME;Insulator binding factor 2 (RE22911p);Ibf2 Dmel\CG9740 Ibf CG9740 Dmel_CG9740;195,0;CG9740 Dmel_CG9740;Ibf2;Dmel\CG9740 Ibf;"nucleus [GO:0005634]; chromatin insulator sequence binding [GO:0043035]; sequence-specific DNA binding [GO:0043565]; heterochromatin boundary formation [GO:0033696]; regulation of DNA-templated transcription [GO:0006355]";7227,0;FBgn0037669
516;MTCNK7H30;MTCNK7H30;Q9V434;AsnRS;asparagine--tRNA ligase (EC 6.1.1.22);;"FBgn0086443;";10|6|14;8|15|8;-;30;10;1,072180302;1,029280022;0,0;0;0;0;0;0;0;Q9V434;Q9V434;unreviewed;Q9V434_DROME;asparagine--tRNA ligase (EC 6.1.1.22);AsnRS Aats-asn BcDNA.GH06451 BcDNA:GH06451 Ca Dmel\CG10687 l(2)37Ca l(2)37Ca)E11 l(2)E11 NRS SN2-8 CG10687 Dmel_CG10687;558,0;CG10687 Dmel_CG10687;AsnRS;Aats-asn BcDNA.GH06451 BcDNA:GH06451 Ca Dmel\CG10687 l(2)37Ca l(2)37Ca)E11 l(2)E11 NRS SN2-8;"cytoplasm [GO:0005737]; asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; asparaginyl-tRNA aminoacylation [GO:0006421]";7227,0;FBgn0086443
517;MTCNK7H30;MTCNK7H30;Q9VLX2;Q9VLX2;Bromodomain containing 7/9 (LD22651p);;"FBgn0031947;";22|35|31;26|42|26;-;88;29,33333333;1,039703351;1,028321728;0,0;0;0;0;0;0;0;Q9VLX2;Q9VLX2;unreviewed;Q9VLX2_DROME;Bromodomain containing 7/9 (LD22651p);Brd7-9 BRD7 BRD7/9 Brd9 Dmel\CG7154 CG7154 Dmel_CG7154;861,0;CG7154 Dmel_CG7154;Brd7-9;BRD7 BRD7/9 Brd9 Dmel\CG7154;"brahma complex [GO:0035060]; nucleus [GO:0005634]; lysine-acetylated histone binding [GO:0070577]; regulation of transcription by RNA polymerase II [GO:0006357]";7227,0;FBgn0031947
518;MTCNK7H30;MTCNK7H30;Q9VJ87;ncm;Pre-mRNA-splicing factor CWC22 homolog (Nucampholin);;"FBgn0086707;";18|28|105;26|25|63;-;151;50,33333333;1,39001413;1,184769767;0,0;0;0;0;0;0;0;Q9VJ87;Q9VJ87;reviewed;CWC22_DROME;Pre-mRNA-splicing factor CWC22 homolog (Nucampholin);ncm CG12750;1330,0;CG12750;ncm;;"catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]";7227,0;FBgn0086707
519;MTCNK7H30;MTCNK7H30;P04146;GIP;"Copia protein (Gag-int-pol protein) [Cleaved into: Copia VLP protein; Copia protease (EC 3.4.23.-)]";;"FBgn0013437;";2|2|3;1|4|3;-;7;2,333333333;1,036870267;1,034095252;0,0;0;0;0;0;0;0;P04146;P04146;reviewed;COPIA_DROME;"Copia protein (Gag-int-pol protein) [Cleaved into: Copia VLP protein; Copia protease (EC 3.4.23.-)]";GIP COPIA;1409,0;;GIP;COPIA;"DNA polymerase complex [GO:0042575]; aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA-directed DNA polymerase activity [GO:0003887]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; proteolysis [GO:0006508]";7227,0;nan
520;MTCNK7H30;MTCNK7H30;A0A1B2AL12;A0A1B2AL12;Small ribosomal subunit protein uS10 (40S ribosomal protein S20);;;6|6|6;5|4|12;-;18;6;1,042549544;1,026471988;0,0;0;0;0;0;0;0;A0A1B2AL12;A0A1B2AL12;unreviewed;A0A1B2AL12_DROME;Small ribosomal subunit protein uS10 (40S ribosomal protein S20);;120,0;;;;"small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]";7227,0;FBgn0019936
521;MTCNK7H30;MTCNK7H30;Q03334;RpS13;Small ribosomal subunit protein uS15 (40S ribosomal protein S13);;"FBgn0010265;";29|45|69;31|36|66;-;143;47,66666667;1,207705828;1,194434397;0,0;0;0;0;0;0;0;Q03334;Q03334;reviewed;RS13_DROME;Small ribosomal subunit protein uS15 (40S ribosomal protein S13);RpS13 M(2)32A Rp17 CG13389;151,0;CG13389;RpS13;M(2)32A Rp17;"cytoplasm [GO:0005737]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal small subunit biogenesis [GO:0042274]";7227,0;FBgn0010265
522;MTCNK7H30;MTCNK7H30;Q7KW39;Q7KW39;Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27);;"FBgn0023537;";18|14|20;13|22|16;-;52;17,33333333;1,164868652;1,140134393;0,0;0;0;0;0;0;0;Q7KW39;Q7KW39;reviewed;MMSA_DROME;Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27);CG17896;520,0;CG17896;;;"mitochondrion [GO:0005739]; fatty-acyl-CoA binding [GO:0000062]; malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; malonate-semialdehyde dehydrogenase (acetylating, NAD+) activity [GO:0102662]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]; pyrimidine nucleobase metabolic process [GO:0006206]; thymine catabolic process [GO:0006210]; thymine metabolic process [GO:0019859]; valine catabolic process [GO:0006574]; valine metabolic process [GO:0006573]";7227,0;FBgn0023537
523;MTCNK7H30;MTCNK7H30;Q9VBH8;RpL34a;Large ribosomal subunit protein eL34 (60S ribosomal protein L34);;"FBgn0039406;";0|4|17;6|6|19;-;21;7;0,716082334;0,420989257;0,0;0;0;0;0;0;0;Q9VBH8;Q9VBH8;unreviewed;Q9VBH8_DROME;Large ribosomal subunit protein eL34 (60S ribosomal protein L34);RpL34a CG6090-RA Dmel\CG6090 L34 RpL34 CG6090 Dmel_CG6090;162,0;CG6090 Dmel_CG6090;RpL34a;CG6090-RA Dmel\CG6090 L34 RpL34;"cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; myosin binding [GO:0017022]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosome biogenesis [GO:0042254]; translation [GO:0006412]";7227,0;FBgn0039406
524;MTCNK7H30;MTCNK7H30;O76281;bt;Projectin;;"FBgn0005666;";1|0|0;0|176|0;-;1;0,333333333;0,025884627;0,023430729;0,0;0;0;0;0;0;0;O76281;O76281;unreviewed;O76281_DROME;Projectin;bt projectin CG32019;6658,0;CG32019;bt;projectin;"I band [GO:0031674]; sarcomere [GO:0030017]; Z disc [GO:0030018]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; structural constituent of muscle [GO:0008307]; mesoderm development [GO:0007498]; muscle thin filament assembly [GO:0071689]; protein phosphorylation [GO:0006468]; sarcomere organization [GO:0045214]";7227,0;FBgn0005666
525;MTCNK7H30;MTCNK7H30;Q9W002;msn;Misshapen, isoform A;;"FBgn0010909;";6|9|13;7|8|10;-;28;9,333333333;1,201934207;1,195507062;0,0;0;0;0;0;0;0;Q9W002;Q9W002;unreviewed;Q9W002_DROME;Misshapen, isoform A;msn 6286 Dmel\CG16973 DMSN HGK JNKKKK l(3)03349 l(3)06946 l(3)6286 l(3)j1E2 MESR5 msm MSN Msn NIK Nik CG16973 Dmel_CG16973;1504,0;CG16973 Dmel_CG16973;msn;6286 Dmel\CG16973 DMSN HGK JNKKKK l(3)03349 l(3)06946 l(3)6286 l(3)j1E2 MESR5 msm MSN Msn NIK Nik;"cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; JUN kinase kinase kinase kinase activity [GO:0042656]; protein serine/threonine kinase activity [GO:0004674]; dorsal closure [GO:0007391]; imaginal disc fusion, thorax closure [GO:0046529]; insect visual primordium development [GO:0001748]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; negative regulation of Notch signaling pathway [GO:0045746]; neuron projection morphogenesis [GO:0048812]; nuclear migration [GO:0007097]; photoreceptor cell morphogenesis [GO:0008594]; positive regulation of hippo signaling [GO:0035332]; positive regulation of programmed cell death [GO:0043068]; protein phosphorylation [GO:0006468]; regulation of border follicle cell migration [GO:1903684]; regulation of cell shape [GO:0008360]; regulation of embryonic cell shape [GO:0016476]; regulation of MAPK cascade [GO:0043408]; response to wounding [GO:0009611]; tumor necrosis factor-mediated signaling pathway [GO:0033209]";7227,0;FBgn0010909
526;MTCNK7H30;MTCNK7H30;Q7K126;Not3;CCR4-NOT transcription complex subunit 3, isoform A (CCR4-NOT transcription complex subunit 3, isoform B (EC 3.1.13.4)) (LD13864p) (MIP07457p);;"FBgn0033029;";1|0|1;1|0|3;-;2;0,666666667;0,796024722;0,743493135;0,0;0;0;0;0;0;0;Q7K126;Q7K126;unreviewed;Q7K126_DROME;CCR4-NOT transcription complex subunit 3, isoform A (CCR4-NOT transcription complex subunit 3, isoform B (EC 3.1.13.4)) (LD13864p) (MIP07457p);Not3 CNOT3 Dmel\CG8426 dNot3 l(2)NC136 l(2)NC136-RA NOT3 not3 NOT3.5 NOT3/5 CG8426 Dmel_CG8426;844,0;CG8426 Dmel_CG8426;Not3;CNOT3 Dmel\CG8426 dNot3 l(2)NC136 l(2)NC136-RA NOT3 not3 NOT3.5 NOT3/5;"CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; poly(A)-specific ribonuclease activity [GO:0004535]; mRNA catabolic process [GO:0006402]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; regulation of DNA-templated transcription [GO:0006355]; regulation of stem cell population maintenance [GO:2000036]";7227,0;FBgn0033029
527;MTCNK7H30;MTCNK7H30;M9PGT0;M9PGT0;Uncharacterized protein, isoform R;;"FBgn0085446;";2|1|40;37|26|48;-;43;14,33333333;0,367973053;0,173867864;0,0;0;0;0;0;0;0;M9PGT0;M9PGT0;unreviewed;M9PGT0_DROME;Uncharacterized protein, isoform R;CG3960 BcDNA:GH23906 CG3950 Dmel\CG34417 CG34417 Dmel_CG34417;5128,0;CG34417 Dmel_CG34417;CG3960;BcDNA:GH23906 CG3950 Dmel\CG34417;"filamentous actin [GO:0031941]; microtubule organizing center [GO:0005815]; actin cytoskeleton organization [GO:0030036]; mesoderm development [GO:0007498]";7227,0;FBgn0085446
528;MTCNK7H30;MTCNK7H30;B7Z060;Taf4;TBP-associated factor 4, isoform E;;"FBgn0010280;";0|0|1;0|0|3;-;1;0,333333333;0,727117033;0,692103821;0,0;0;0;0;0;0;0;B7Z060;B7Z060;unreviewed;B7Z060_DROME;TBP-associated factor 4, isoform E;Taf4 d110 Dmel\CG5444 dmTAF4 dTAF4 dTAF[[II]]110 dTAFII110 l(3)72Dj p110 SR3-3 SY3-2 TAF110 TAF TAF110 Taf110 taf110 TAF4 taf4 TAF[[II]] TAF[[II]]110 Taf[[II]]110 TAF[II]110 TAFII110 TFIID TFIID 110 CG5444 Dmel_CG5444;1088,0;CG5444 Dmel_CG5444;Taf4;d110 Dmel\CG5444 dmTAF4 dTAF4 dTAF[[II]]110 dTAFII110 l(3)72Dj p110 SR3-3 SY3-2 TAF110 TAF TAF110 Taf110 taf110 TAF4 taf4 TAF[[II]] TAF[[II]]110 Taf[[II]]110 TAF[II]110 TAFII110 TFIID TFIID 110;"transcription factor TFIID complex [GO:0005669]; protein heterodimerization activity [GO:0046982]; DNA-templated transcription initiation [GO:0006352]; transcription by RNA polymerase II [GO:0006366]";7227,0;FBgn0010280
529;MTCNK7H30;MTCNK7H30;A0A0B4LEY9;Non1;Nucleolar GTP-binding protein 1;;"FBgn0028473;";9|11|16;9|4|20;-;36;12;1,238374093;1,236918869;0,0;0;0;0;0;0;0;A0A0B4LEY9;A0A0B4LEY9;unreviewed;A0A0B4LEY9_DROME;Nucleolar GTP-binding protein 1;Non1 BcDNA:LD23830 CG30341 Dmel\CG8801 LD23830 CG8801 Dmel_CG8801;652,0;CG8801 Dmel_CG8801;Non1;BcDNA:LD23830 CG30341 Dmel\CG8801 LD23830;"nucleolus [GO:0005730]; GTP binding [GO:0005525]; ribosome biogenesis [GO:0042254]";7227,0;FBgn0028473
530;MTCNK7H30;MTCNK7H30;Q9XZ21;snama;Something that sticks like glue, isoform A;;"FBgn0086129;";35|47|88;32|39|98;-;170;56,66666667;1,163471886;1,142354855;0,0;0;0;0;0;0;0;Q9XZ21;Q9XZ21;unreviewed;Q9XZ21_DROME;Something that sticks like glue, isoform A;snama BCDNA:LD21643 BcDNA:LD21643 Dmel\CG3231 FBgn0086129 l(2)rQ313 mnm SNAMA Snama CG3231 Dmel_CG3231;1231,0;CG3231 Dmel_CG3231;snama;BCDNA:LD21643 BcDNA:LD21643 Dmel\CG3231 FBgn0086129 l(2)rQ313 mnm SNAMA Snama;"nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; apoptotic process [GO:0006915]; cell proliferation involved in compound eye morphogenesis [GO:0035736]; mRNA processing [GO:0006397]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]";7227,0;FBgn0086129
531;MTCNK7H30;MTCNK7H30;A1YK54;Nup107;Nuclear pore complex protein;;"FBgn0027868;";0|1|1;3|8|8;-;2;0,666666667;0,238101664;0,225861901;0,0;0;0;0;0;0;0;A1YK54;A1YK54;unreviewed;A1YK54_DROME;Nuclear pore complex protein;Nup107 Nup170 CG6743;845,0;CG6743;Nup107;Nup170;"nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore outer ring [GO:0031080]; structural constituent of nuclear pore [GO:0017056]; double-strand break repair via homologous recombination [GO:0000724]; mRNA export from nucleus [GO:0006406]; protein import into nucleus [GO:0006606]";7227,0;FBgn0027868
532;MTCNK7H30;MTCNK7H30;M9NG39;Pep;Protein on ecdysone puffs, isoform D;;"FBgn0004401;";0|0|3;2|1|4;-;3;1;0,575340443;0,466968015;0,0;0;0;0;0;0;0;M9NG39;M9NG39;unreviewed;M9NG39_DROME;Protein on ecdysone puffs, isoform D;Pep Dmel\CG6143 p100 PEP pep PEP/X4 X4/PEP CG6143 Dmel_CG6143;693,0;CG6143 Dmel_CG6143;Pep;Dmel\CG6143 p100 PEP pep PEP/X4 X4/PEP;metal ion binding [GO:0046872];7227,0;FBgn0004401
533;MTCNK7H30;MTCNK7H30;Q9V9M7;RpL21;60S ribosomal protein L21;;"FBgn0032987;";15|33|49;16|7|55;-;97;32,33333333;1,429887324;1,375802531;0,0;0;0;0;0;0;0;Q9V9M7;Q9V9M7;unreviewed;Q9V9M7_DROME;60S ribosomal protein L21;RpL21 anon-EST:Posey18 anon-EST:Posey30 BcDNA:RH06526 Dmel\CG12775 L21e Rp L21 RPL21 CG12775 Dmel_CG12775;159,0;CG12775 Dmel_CG12775;RpL21;anon-EST:Posey18 anon-EST:Posey30 BcDNA:RH06526 Dmel\CG12775 L21e Rp L21 RPL21;"cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]";7227,0;FBgn0032987
534;MTCNK7H30;MTCNK7H30;M9PFM5;brm;Brahma, isoform F;;"FBgn0000212;";26|30|33;26|42|31;-;89;29,66666667;1,01906503;1,013790611;0,0;0;0;0;0;0;0;M9PFM5;M9PFM5;unreviewed;M9PFM5_DROME;Brahma, isoform F;brm Brahma BRD Brg BRM Brm Brm @ Kto CG18438 dBRM Dmel\CG5942 dSMARCA4 dSNF2 E(E2F)3A l(3)72Aa CG5942 Dmel_CG5942;1642,0;CG5942 Dmel_CG5942;brm;Brahma BRD Brg BRM Brm Brm @ Kto CG18438 dBRM Dmel\CG5942 dSMARCA4 dSNF2 E(E2F)3A l(3)72Aa;"SWI/SNF superfamily-type complex [GO:0070603]; ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; helicase activity [GO:0004386]; histone binding [GO:0042393]; hydrolase activity [GO:0016787]; regulation of DNA-templated transcription [GO:0006355]";7227,0;FBgn0000212
535;MTCNK7H30;MTCNK7H30;O97125;Hsp68;Heat shock protein 68;;"FBgn0001230;";0|4|4;4|8|0;-;8;2,666666667;0,690218875;0,544325298;0,0;0;0;0;0;0;0;O97125;O97125;reviewed;HSP68_DROME;Heat shock protein 68;Hsp68 CG5436;635,0;CG5436;Hsp68;;"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; heat shock protein binding [GO:0031072]; protein folding chaperone [GO:0044183]; chaperone cofactor-dependent protein refolding [GO:0051085]; determination of adult lifespan [GO:0008340]; protein refolding [GO:0042026]; response to starvation [GO:0042594]";7227,0;FBgn0001230
536;MTCNK7H30;MTCNK7H30;C0HKA0;C0HKA0;Small ribosomal subunit protein uS11A (40S ribosomal protein S14a);;"FBgn0004403;";35|58|65;28|48|60;-;158;52,66666667;1,334581476;1,327345897;0,0;0;0;0;0;0;0;C0HKA0;C0HKA0;reviewed;RS14A_DROME;Small ribosomal subunit protein uS11A (40S ribosomal protein S14a);RpS14a CG1524;151,0;CG1524;RpS14a;;"cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]";7227,0;FBgn0004403FBgn0004404
537;MTCNK7H30;MTCNK7H30;Q9VQ29;RFeSP;Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8);;"FBgn0021906;";5|3|9;4|1|9;-;17;5,666666667;1,324015254;1,263643084;0,0;0;0;0;0;0;0;Q9VQ29;Q9VQ29;unreviewed;Q9VQ29_DROME;Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8);RFeSP anon-EST:Posey219 Dmel\CG7361 H l(2)k11704 Noble Q9VQ29 RfeSP RFeSP-RB Rieske RISP UCRI UQCR-RFeSP CG7361 Dmel_CG7361;230,0;CG7361 Dmel_CG7361;RFeSP;anon-EST:Posey219 Dmel\CG7361 H l(2)k11704 Noble Q9VQ29 RfeSP RFeSP-RB Rieske RISP UCRI UQCR-RFeSP;"mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]";7227,0;FBgn0021906
538;MTCNK7H30;MTCNK7H30;Q9VXR5;Q9VXR5;LD02975p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C (EC 3.6.1.3)) (Uncharacterized protein, isoform D);;"FBgn0030672;";13|7|12;12|10|12;-;32;10,66666667;1,061208453;1,002469009;0,0;0;0;0;0;0;0;Q9VXR5;Q9VXR5;unreviewed;Q9VXR5_DROME;LD02975p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C (EC 3.6.1.3)) (Uncharacterized protein, isoform D);Dmel\CG9281 BEST:LD38280 CG9281 Dmel_CG9281;611,0;CG9281 Dmel_CG9281;Dmel\CG9281;BEST:LD38280;"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]";7227,0;FBgn0030672
539;MTCNK7H30;MTCNK7H30;Q8SXX1;PIP4K;Phosphatidylinositol 5-phosphate 4-kinase, isoform A (Phosphatidylinositol 5-phosphate 4-kinase, isoform B (EC 2.7.1.149)) (RH07911p);;"FBgn0039924;";9|24|20;8|10|16;-;53;17,66666667;1,710594313;1,640980247;0,0;0;0;0;0;0;0;Q8SXX1;Q8SXX1;unreviewed;Q8SXX1_DROME;Phosphatidylinositol 5-phosphate 4-kinase, isoform A (Phosphatidylinositol 5-phosphate 4-kinase, isoform B (EC 2.7.1.149)) (RH07911p);PIP4K Dmel\CG17471 dPIP4K PIP5K 102E CG17471 Dmel_CG17471;404,0;CG17471 Dmel_CG17471;PIP4K;Dmel\CG17471 dPIP4K PIP5K 102E;"cytosol [GO:0005829]; early endosome [GO:0005769]; plasma membrane [GO:0005886]; 1-phosphatidylinositol-4-phosphate 5-kinase activity [GO:0016308]; 1-phosphatidylinositol-5-phosphate 4-kinase activity [GO:0016309]; ATP binding [GO:0005524]; mRNA 3'-UTR binding [GO:0003730]; negative regulation of clathrin-dependent endocytosis [GO:1900186]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; phosphorylation [GO:0016310]; positive regulation of cell growth [GO:0030307]; positive regulation of multicellular organism growth [GO:0040018]; regulation of TOR signaling [GO:0032006]";7227,0;FBgn0039924
540;MTCNK7H30;MTCNK7H30;Q86B95;mfas;Midline fasciclin, isoform F (Midline fasciclin, isoform G) (Midline fasciclin, isoform M);;"FBgn0260745;";0|3|3;3|2|2;-;6;2;0,858800015;0,71441136;0,0;0;0;0;0;0;0;Q86B95;Q86B95;unreviewed;Q86B95_DROME;Midline fasciclin, isoform F (Midline fasciclin, isoform G) (Midline fasciclin, isoform M);mfas 87A7-9/7 anon-87Af anon-EST:Liang-97 anon-WO0140519.174 BEST:GH06752 clone 97 Dmel\CG3359 gh06752 Mfas CG3359 Dmel_CG3359;840,0;CG3359 Dmel_CG3359;mfas;87A7-9/7 anon-87Af anon-EST:Liang-97 anon-WO0140519.174 BEST:GH06752 clone 97 Dmel\CG3359 gh06752 Mfas;"extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; cell adhesion molecule binding [GO:0050839]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; sexual reproduction [GO:0019953]";7227,0;FBgn0260745
